     ====> Interaction part
Nucleon-Nucleon interaction model: who knows?
Type of calculation: magical
Number and value of starting energies:   1
  0.000000E+00
Total number of twobody matx elements:         34320    5781    22758    5781                    
Matrix elements with the following legend, NOTE no hw/A for Hcom, pipj and rirj
      Tz      Parity    J2        a        b        c        d     <ab|V|cd>    <ab|0|cd>    <ab|0|cd>    <ab|0|cd>
       0        0        8        7       26       21       30     0.076267     0.000000     0.000000     0.000000
       0        0        8        7       26       22       23     0.087529     0.000000     0.000000     0.000000
       0        0        8        7       26       22       25     0.037000     0.000000     0.000000     0.000000
       0        0        8        7       26       22       27     0.179327     0.000000     0.000000     0.000000
       0        0        8        7       26       22       29     0.030007     0.000000     0.000000     0.000000
       0        0        8        7       26       23       24     0.083524     0.000000     0.000000     0.000000
       0        0        8        7       26       23       26    -0.308933     0.000000     0.000000     0.000000
       0        0        8        7       26       23       28    -0.332485     0.000000     0.000000     0.000000
       0        0        8        7       26       23       30     0.088572     0.000000     0.000000     0.000000
       0        0        8        7       26       24       25    -0.047070     0.000000     0.000000     0.000000
       0        0        8        7       26       24       27     0.701383     0.000000     0.000000     0.000000
       0        0        8        7       26       24       29    -0.410942     0.000000     0.000000     0.000000
       0        0        8        7       26       25       26    -0.173859     0.000000     0.000000     0.000000
       0        0        8        7       26       25       28    -0.247520     0.000000     0.000000     0.000000
       0        0        8        7       26       26       27    -0.215948     0.000000     0.000000     0.000000
       0        0        8        7       28        7       28    -2.251413     0.000000     0.000000     0.000000
       0        0        8        7       28        8        9     0.365056     0.000000     0.000000     0.000000
       0        0        8        7       28        8       21    -0.402402     0.000000     0.000000     0.000000
       0        0        8        7       28        8       23    -0.153236     0.000000     0.000000     0.000000
       0        0        8        7       28        8       25    -0.658290     0.000000     0.000000     0.000000
       0        0        8        7       28        8       27     0.510811     0.000000     0.000000     0.000000
       0        0        8        7       28        9       22    -0.248819     0.000000     0.000000     0.000000
       0        0        8        7       28        9       24    -0.616045     0.000000     0.000000     0.000000
       0        0        8        7       28        9       26    -1.111476     0.000000     0.000000     0.000000
       0        0        8        7       28       10       21    -0.126831     0.000000     0.000000     0.000000
       0        0        8        7       28       10       23     0.067936     0.000000     0.000000     0.000000
       0        0        8        7       28       10       25     2.733131     0.000000     0.000000     0.000000
       0        0        8        7       28       11       22     0.016944     0.000000     0.000000     0.000000
       0        0        8        7       28       11       24    -0.430077     0.000000     0.000000     0.000000
       0        0        8        7       28       12       21    -0.500295     0.000000     0.000000     0.000000
       0        0        8        7       28       12       23     0.277274     0.000000     0.000000     0.000000
       0        0        8        7       28       13       14    -0.258670     0.000000     0.000000     0.000000
       0        0        8        7       28       13       16     0.019794     0.000000     0.000000     0.000000
       0        0        8        7       28       13       18    -0.977386     0.000000     0.000000     0.000000
       0        0        8        7       28       13       20    -2.656433     0.000000     0.000000     0.000000
       0        0        8        7       28       14       15    -0.038719     0.000000     0.000000     0.000000
       0        0        8        7       28       14       17    -0.459042     0.000000     0.000000     0.000000
       0        0        8        7       28       14       19     0.072627     0.000000     0.000000     0.000000
       0        0        8        7       28       15       16    -0.466921     0.000000     0.000000     0.000000
       0        0        8        7       28       15       18    -0.845308     0.000000     0.000000     0.000000
       0        0        8        7       28       16       17     1.820160     0.000000     0.000000     0.000000
       0        0        8        7       28       21       22     0.293168     0.000000     0.000000     0.000000
       0        0        8        7       28       21       24     0.029382     0.000000     0.000000     0.000000
       0        0        8        7       28       21       26     0.014501     0.000000     0.000000     0.000000
       0        0        8        7       28       21       28     0.683132     0.000000     0.000000     0.000000
       0        0        8        7       28       21       30     0.015036     0.000000     0.000000     0.000000
       0        0        8        7       28       22       23    -0.490398     0.000000     0.000000     0.000000
       0        0        8        7       28       22       25     0.473123     0.000000     0.000000     0.000000
       0        0        8        7       28       22       27    -0.340520     0.000000     0.000000     0.000000
       0        0        8        7       28       22       29     0.383524     0.000000     0.000000     0.000000
       0        0        8        7       28       23       24     0.310201     0.000000     0.000000     0.000000
       0        0        8        7       28       23       26     0.856451     0.000000     0.000000     0.000000
       0        0        8        7       28       23       28     0.424404     0.000000     0.000000     0.000000
       0        0        8        7       28       23       30    -0.015426     0.000000     0.000000     0.000000
       0        0        8        7       28       24       25    -1.388497     0.000000     0.000000     0.000000
       0        0        8        7       28       24       27    -0.448149     0.000000     0.000000     0.000000
       0        0        8        7       28       24       29    -0.231174     0.000000     0.000000     0.000000
       0        0        8        7       28       25       26    -0.128566     0.000000     0.000000     0.000000
       0        0        8        7       28       25       28    -1.494120     0.000000     0.000000     0.000000
       0        0        8        7       28       26       27     0.641712     0.000000     0.000000     0.000000
       0        0        8        8        9        8        9    -3.950955     0.000000     0.000000     0.000000
       0        0        8        8        9        8       21     0.497876     0.000000     0.000000     0.000000
       0        0        8        8        9        8       23     2.038981     0.000000     0.000000     0.000000
       0        0        8        8        9        8       25    -0.793115     0.000000     0.000000     0.000000
       0        0        8        8        9        8       27    -1.579755     0.000000     0.000000     0.000000
       0        0        8        8        9        9       22    -1.595690     0.000000     0.000000     0.000000
       0        0        8        8        9        9       24     0.914255     0.000000     0.000000     0.000000
       0        0        8        8        9        9       26     0.629210     0.000000     0.000000     0.000000
       0        0        8        8        9       10       21     0.964575     0.000000     0.000000     0.000000
       0        0        8        8        9       10       23    -0.132295     0.000000     0.000000     0.000000
       0        0        8        8        9       10       25    -0.586885     0.000000     0.000000     0.000000
       0        0        8        8        9       11       22     0.854617     0.000000     0.000000     0.000000
       0        0        8        8        9       11       24     0.003488     0.000000     0.000000     0.000000
       0        0        8        8        9       12       21     0.268491     0.000000     0.000000     0.000000
       0        0        8        8        9       12       23     0.694395     0.000000     0.000000     0.000000
       0        0        8        8        9       13       14     0.579120     0.000000     0.000000     0.000000
       0        0        8        8        9       13       16    -1.738917     0.000000     0.000000     0.000000
       0        0        8        8        9       13       18     0.647559     0.000000     0.000000     0.000000
       0        0        8        8        9       13       20    -0.279265     0.000000     0.000000     0.000000
       0        0        8        8        9       14       15     1.660419     0.000000     0.000000     0.000000
       0        0        8        8        9       14       17    -0.184830     0.000000     0.000000     0.000000
       0        0        8        8        9       14       19     0.271042     0.000000     0.000000     0.000000
       0        0        8        8        9       15       16     0.328344     0.000000     0.000000     0.000000
       0        0        8        8        9       15       18    -0.194249     0.000000     0.000000     0.000000
       0        0        8        8        9       16       17    -0.098157     0.000000     0.000000     0.000000
       0        0        8        8        9       21       22    -0.206659     0.000000     0.000000     0.000000
       0        0        8        8        9       21       24     1.182000     0.000000     0.000000     0.000000
       0        0        8        8        9       21       26    -0.273590     0.000000     0.000000     0.000000
       0        0        8        8        9       21       28     0.069393     0.000000     0.000000     0.000000
       0        0        8        8        9       21       30     0.053555     0.000000     0.000000     0.000000
       0        0        8        8        9       22       23    -1.253040     0.000000     0.000000     0.000000
       0        0        8        8        9       22       25     0.240595     0.000000     0.000000     0.000000
       0        0        8        8        9       22       27     0.146131     0.000000     0.000000     0.000000
       0        0        8        8        9       22       29     0.226985     0.000000     0.000000     0.000000
       0        0        8        8        9       23       24    -0.286499     0.000000     0.000000     0.000000
       0        0        8        8        9       23       26    -0.378879     0.000000     0.000000     0.000000
       0        0        8        8        9       23       28    -0.476249     0.000000     0.000000     0.000000
       0        0        8        8        9       23       30    -0.004993     0.000000     0.000000     0.000000
       0        0        8        8        9       24       25     0.552535     0.000000     0.000000     0.000000
       0        0        8        8        9       24       27     0.522636     0.000000     0.000000     0.000000
       0        0        8        8        9       24       29     0.030200     0.000000     0.000000     0.000000
       0        0        8        8        9       25       26    -0.094270     0.000000     0.000000     0.000000
       0        0        8        8        9       25       28     0.048313     0.000000     0.000000     0.000000
       0        0        8        8        9       26       27    -0.374709     0.000000     0.000000     0.000000
       0        0        8        8       21        8       21    -0.141148     0.000000     0.000000     0.000000
       0        0        8        8       21        8       23     0.157944     0.000000     0.000000     0.000000
       0        0        8        8       21        8       25    -0.189293     0.000000     0.000000     0.000000
       0        0        8        8       21        8       27     0.087475     0.000000     0.000000     0.000000
       0        0        8        8       21        9       22     0.210613     0.000000     0.000000     0.000000
       0        0        8        8       21        9       24    -0.566604     0.000000     0.000000     0.000000
       0        0        8        8       21        9       26    -0.002552     0.000000     0.000000     0.000000
       0        0        8        8       21       10       21    -0.045230     0.000000     0.000000     0.000000
       0        0        8        8       21       10       23    -0.352717     0.000000     0.000000     0.000000
       0        0        8        8       21       10       25    -0.151106     0.000000     0.000000     0.000000
       0        0        8        8       21       11       22    -0.072046     0.000000     0.000000     0.000000
       0        0        8        8       21       11       24    -0.855973     0.000000     0.000000     0.000000
       0        0        8        8       21       12       21    -0.103963     0.000000     0.000000     0.000000
       0        0        8        8       21       12       23    -0.254747     0.000000     0.000000     0.000000
       0        0        8        8       21       13       14    -0.948970     0.000000     0.000000     0.000000
       0        0        8        8       21       13       16    -0.966298     0.000000     0.000000     0.000000
       0        0        8        8       21       13       18    -0.761041     0.000000     0.000000     0.000000
       0        0        8        8       21       13       20    -0.351785     0.000000     0.000000     0.000000
       0        0        8        8       21       14       15    -0.204705     0.000000     0.000000     0.000000
       0        0        8        8       21       14       17    -0.267640     0.000000     0.000000     0.000000
       0        0        8        8       21       14       19    -0.300951     0.000000     0.000000     0.000000
       0        0        8        8       21       15       16    -0.423867     0.000000     0.000000     0.000000
       0        0        8        8       21       15       18     0.321667     0.000000     0.000000     0.000000
       0        0        8        8       21       16       17     0.203619     0.000000     0.000000     0.000000
       0        0        8        8       21       21       22     0.115029     0.000000     0.000000     0.000000
       0        0        8        8       21       21       24     0.600198     0.000000     0.000000     0.000000
       0        0        8        8       21       21       26    -0.019301     0.000000     0.000000     0.000000
       0        0        8        8       21       21       28     0.291381     0.000000     0.000000     0.000000
       0        0        8        8       21       21       30     0.136223     0.000000     0.000000     0.000000
       0        0        8        8       21       22       23    -0.210499     0.000000     0.000000     0.000000
       0        0        8        8       21       22       25     0.151332     0.000000     0.000000     0.000000
       0        0        8        8       21       22       27     0.030338     0.000000     0.000000     0.000000
       0        0        8        8       21       22       29     0.195778     0.000000     0.000000     0.000000
       0        0        8        8       21       23       24     0.304984     0.000000     0.000000     0.000000
       0        0        8        8       21       23       26    -0.236579     0.000000     0.000000     0.000000
       0        0        8        8       21       23       28     0.017633     0.000000     0.000000     0.000000
       0        0        8        8       21       23       30    -0.026643     0.000000     0.000000     0.000000
       0        0        8        8       21       24       25     0.414228     0.000000     0.000000     0.000000
       0        0        8        8       21       24       27    -0.275538     0.000000     0.000000     0.000000
       0        0        8        8       21       24       29     0.440473     0.000000     0.000000     0.000000
       0        0        8        8       21       25       26    -0.022914     0.000000     0.000000     0.000000
       0        0        8        8       21       25       28    -0.067365     0.000000     0.000000     0.000000
       0        0        8        8       21       26       27     0.187119     0.000000     0.000000     0.000000
       0        0        8        8       23        8       23    -0.872861     0.000000     0.000000     0.000000
       0        0        8        8       23        8       25    -0.145521     0.000000     0.000000     0.000000
       0        0        8        8       23        8       27     0.835768     0.000000     0.000000     0.000000
       0        0        8        8       23        9       22     0.850180     0.000000     0.000000     0.000000
       0        0        8        8       23        9       24    -0.257745     0.000000     0.000000     0.000000
       0        0        8        8       23        9       26     0.547515     0.000000     0.000000     0.000000
       0        0        8        8       23       10       21    -0.671404     0.000000     0.000000     0.000000
       0        0        8        8       23       10       23    -0.173484     0.000000     0.000000     0.000000
       0        0        8        8       23       10       25     0.314118     0.000000     0.000000     0.000000
       0        0        8        8       23       11       22    -1.058183     0.000000     0.000000     0.000000
       0        0        8        8       23       11       24     0.520863     0.000000     0.000000     0.000000
       0        0        8        8       23       12       21     0.600147     0.000000     0.000000     0.000000
       0        0        8        8       23       12       23    -0.933308     0.000000     0.000000     0.000000
       0        0        8        8       23       13       14    -0.943459     0.000000     0.000000     0.000000
       0        0        8        8       23       13       16     0.696370     0.000000     0.000000     0.000000
       0        0        8        8       23       13       18     0.265512     0.000000     0.000000     0.000000
       0        0        8        8       23       13       20     0.602405     0.000000     0.000000     0.000000
       0        0        8        8       23       14       15    -1.619642     0.000000     0.000000     0.000000
       0        0        8        8       23       14       17    -0.388752     0.000000     0.000000     0.000000
       0        0        8        8       23       14       19    -0.425438     0.000000     0.000000     0.000000
       0        0        8        8       23       15       16     0.139598     0.000000     0.000000     0.000000
       0        0        8        8       23       15       18     1.621292     0.000000     0.000000     0.000000
       0        0        8        8       23       16       17    -0.267157     0.000000     0.000000     0.000000
       0        0        8        8       23       21       22     0.489555     0.000000     0.000000     0.000000
       0        0        8        8       23       21       24    -0.734086     0.000000     0.000000     0.000000
       0        0        8        8       23       21       26     0.145251     0.000000     0.000000     0.000000
       0        0        8        8       23       21       28    -0.093401     0.000000     0.000000     0.000000
       0        0        8        8       23       21       30     0.079385     0.000000     0.000000     0.000000
       0        0        8        8       23       22       23     0.541810     0.000000     0.000000     0.000000
       0        0        8        8       23       22       25    -0.328382     0.000000     0.000000     0.000000
       0        0        8        8       23       22       27    -0.193145     0.000000     0.000000     0.000000
       0        0        8        8       23       22       29    -0.440770     0.000000     0.000000     0.000000
       0        0        8        8       23       23       24     0.032167     0.000000     0.000000     0.000000
       0        0        8        8       23       23       26    -0.147187     0.000000     0.000000     0.000000
       0        0        8        8       23       23       28     0.177920     0.000000     0.000000     0.000000
       0        0        8        8       23       23       30    -0.037778     0.000000     0.000000     0.000000
       0        0        8        8       23       24       25    -0.224822     0.000000     0.000000     0.000000
       0        0        8        8       23       24       27    -0.014597     0.000000     0.000000     0.000000
       0        0        8        8       23       24       29    -0.336110     0.000000     0.000000     0.000000
       0        0        8        8       23       25       26     0.141734     0.000000     0.000000     0.000000
       0        0        8        8       23       25       28    -0.126330     0.000000     0.000000     0.000000
       0        0        8        8       23       26       27    -0.092731     0.000000     0.000000     0.000000
       0        0        8        8       25        8       25    -0.541432     0.000000     0.000000     0.000000
       0        0        8        8       25        8       27    -0.287401     0.000000     0.000000     0.000000
       0        0        8        8       25        9       22    -0.071949     0.000000     0.000000     0.000000
       0        0        8        8       25        9       24    -0.466986     0.000000     0.000000     0.000000
       0        0        8        8       25        9       26     1.054975     0.000000     0.000000     0.000000
       0        0        8        8       25       10       21     0.227859     0.000000     0.000000     0.000000
       0        0        8        8       25       10       23     0.390275     0.000000     0.000000     0.000000
       0        0        8        8       25       10       25     0.013116     0.000000     0.000000     0.000000
       0        0        8        8       25       11       22     0.073184     0.000000     0.000000     0.000000
       0        0        8        8       25       11       24    -0.395145     0.000000     0.000000     0.000000
       0        0        8        8       25       12       21    -0.183528     0.000000     0.000000     0.000000
       0        0        8        8       25       12       23    -0.185784     0.000000     0.000000     0.000000
       0        0        8        8       25       13       14    -0.724762     0.000000     0.000000     0.000000
       0        0        8        8       25       13       16     0.012429     0.000000     0.000000     0.000000
       0        0        8        8       25       13       18    -0.316593     0.000000     0.000000     0.000000
       0        0        8        8       25       13       20    -0.280135     0.000000     0.000000     0.000000
       0        0        8        8       25       14       15     0.367434     0.000000     0.000000     0.000000
       0        0        8        8       25       14       17    -1.430889     0.000000     0.000000     0.000000
       0        0        8        8       25       14       19     0.227253     0.000000     0.000000     0.000000
       0        0        8        8       25       15       16    -0.129202     0.000000     0.000000     0.000000
       0        0        8        8       25       15       18     1.005661     0.000000     0.000000     0.000000
       0        0        8        8       25       16       17     0.718880     0.000000     0.000000     0.000000
       0        0        8        8       25       21       22     0.133055     0.000000     0.000000     0.000000
       0        0        8        8       25       21       24     0.084170     0.000000     0.000000     0.000000
       0        0        8        8       25       21       26     0.036380     0.000000     0.000000     0.000000
       0        0        8        8       25       21       28     0.178584     0.000000     0.000000     0.000000
       0        0        8        8       25       21       30     0.028957     0.000000     0.000000     0.000000
       0        0        8        8       25       22       23     0.047441     0.000000     0.000000     0.000000
       0        0        8        8       25       22       25     0.160623     0.000000     0.000000     0.000000
       0        0        8        8       25       22       27    -0.168114     0.000000     0.000000     0.000000
       0        0        8        8       25       22       29     0.073305     0.000000     0.000000     0.000000
       0        0        8        8       25       23       24     0.085337     0.000000     0.000000     0.000000
       0        0        8        8       25       23       26    -0.051227     0.000000     0.000000     0.000000
       0        0        8        8       25       23       28     0.696675     0.000000     0.000000     0.000000
       0        0        8        8       25       23       30    -0.419754     0.000000     0.000000     0.000000
       0        0        8        8       25       24       25    -0.311810     0.000000     0.000000     0.000000
       0        0        8        8       25       24       27    -0.338995     0.000000     0.000000     0.000000
       0        0        8        8       25       24       29     0.096503     0.000000     0.000000     0.000000
       0        0        8        8       25       25       26    -0.181104     0.000000     0.000000     0.000000
       0        0        8        8       25       25       28    -0.245751     0.000000     0.000000     0.000000
       0        0        8        8       25       26       27    -0.278730     0.000000     0.000000     0.000000
       0        0        8        8       27        8       27    -2.372556     0.000000     0.000000     0.000000
       0        0        8        8       27        9       22    -0.146418     0.000000     0.000000     0.000000
       0        0        8        8       27        9       24     0.081766     0.000000     0.000000     0.000000
       0        0        8        8       27        9       26     2.698427     0.000000     0.000000     0.000000
       0        0        8        8       27       10       21    -0.221756     0.000000     0.000000     0.000000
       0        0        8        8       27       10       23    -0.628479     0.000000     0.000000     0.000000
       0        0        8        8       27       10       25    -1.148401     0.000000     0.000000     0.000000
       0        0        8        8       27       11       22    -0.487433     0.000000     0.000000     0.000000
       0        0        8        8       27       11       24     0.280639     0.000000     0.000000     0.000000
       0        0        8        8       27       12       21     0.036862     0.000000     0.000000     0.000000
       0        0        8        8       27       12       23    -0.410481     0.000000     0.000000     0.000000
       0        0        8        8       27       13       14    -0.246441     0.000000     0.000000     0.000000
       0        0        8        8       27       13       16    -0.076429     0.000000     0.000000     0.000000
       0        0        8        8       27       13       18    -0.442637     0.000000     0.000000     0.000000
       0        0        8        8       27       13       20     0.071904     0.000000     0.000000     0.000000
       0        0        8        8       27       14       15     0.045551     0.000000     0.000000     0.000000
       0        0        8        8       27       14       17    -0.994755     0.000000     0.000000     0.000000
       0        0        8        8       27       14       19    -2.705218     0.000000     0.000000     0.000000
       0        0        8        8       27       15       16    -0.461451     0.000000     0.000000     0.000000
       0        0        8        8       27       15       18     1.823558     0.000000     0.000000     0.000000
       0        0        8        8       27       16       17    -0.858675     0.000000     0.000000     0.000000
       0        0        8        8       27       21       22     0.288125     0.000000     0.000000     0.000000
       0        0        8        8       27       21       24    -0.461958     0.000000     0.000000     0.000000
       0        0        8        8       27       21       26     0.465459     0.000000     0.000000     0.000000
       0        0        8        8       27       21       28    -0.343672     0.000000     0.000000     0.000000
       0        0        8        8       27       21       30     0.385839     0.000000     0.000000     0.000000
       0        0        8        8       27       22       23     0.001524     0.000000     0.000000     0.000000
       0        0        8        8       27       22       25     0.006903     0.000000     0.000000     0.000000
       0        0        8        8       27       22       27     0.685453     0.000000     0.000000     0.000000
       0        0        8        8       27       22       29    -0.002662     0.000000     0.000000     0.000000
       0        0        8        8       27       23       24     0.302968     0.000000     0.000000     0.000000
       0        0        8        8       27       23       26    -1.372991     0.000000     0.000000     0.000000
       0        0        8        8       27       23       28    -0.449693     0.000000     0.000000     0.000000
       0        0        8        8       27       23       30    -0.232746     0.000000     0.000000     0.000000
       0        0        8        8       27       24       25     0.869586     0.000000     0.000000     0.000000
       0        0        8        8       27       24       27     0.436805     0.000000     0.000000     0.000000
       0        0        8        8       27       24       29    -0.025646     0.000000     0.000000     0.000000
       0        0        8        8       27       25       26    -0.150216     0.000000     0.000000     0.000000
       0        0        8        8       27       25       28     0.654442     0.000000     0.000000     0.000000
       0        0        8        8       27       26       27    -1.565674     0.000000     0.000000     0.000000
       0        0        8        9       22        9       22    -1.402210     0.000000     0.000000     0.000000
       0        0        8        9       22        9       24    -0.153367     0.000000     0.000000     0.000000
       0        0        8        9       22        9       26    -0.441339     0.000000     0.000000     0.000000
       0        0        8        9       22       10       21     0.733039     0.000000     0.000000     0.000000
       0        0        8        9       22       10       23     0.871966     0.000000     0.000000     0.000000
       0        0        8        9       22       10       25    -0.162363     0.000000     0.000000     0.000000
       0        0        8        9       22       11       22     0.730781     0.000000     0.000000     0.000000
       0        0        8        9       22       11       24    -0.560565     0.000000     0.000000     0.000000
       0        0        8        9       22       12       21    -0.158362     0.000000     0.000000     0.000000
       0        0        8        9       22       12       23     0.821761     0.000000     0.000000     0.000000
       0        0        8        9       22       13       14    -0.043922     0.000000     0.000000     0.000000
       0        0        8        9       22       13       16    -0.641944     0.000000     0.000000     0.000000
       0        0        8        9       22       13       18     0.139931     0.000000     0.000000     0.000000
       0        0        8        9       22       13       20    -0.702392     0.000000     0.000000     0.000000
       0        0        8        9       22       14       15     1.948817     0.000000     0.000000     0.000000
       0        0        8        9       22       14       17    -0.070746     0.000000     0.000000     0.000000
       0        0        8        9       22       14       19     1.160627     0.000000     0.000000     0.000000
       0        0        8        9       22       15       16     0.418318     0.000000     0.000000     0.000000
       0        0        8        9       22       15       18    -1.091929     0.000000     0.000000     0.000000
       0        0        8        9       22       16       17     0.386534     0.000000     0.000000     0.000000
       0        0        8        9       22       21       22     0.138500     0.000000     0.000000     0.000000
       0        0        8        9       22       21       24     0.600835     0.000000     0.000000     0.000000
       0        0        8        9       22       21       26    -0.164904     0.000000     0.000000     0.000000
       0        0        8        9       22       21       28     0.330356     0.000000     0.000000     0.000000
       0        0        8        9       22       21       30     0.202695     0.000000     0.000000     0.000000
       0        0        8        9       22       22       23    -0.926860     0.000000     0.000000     0.000000
       0        0        8        9       22       22       25     0.071658     0.000000     0.000000     0.000000
       0        0        8        9       22       22       27     0.024693     0.000000     0.000000     0.000000
       0        0        8        9       22       22       29     0.028405     0.000000     0.000000     0.000000
       0        0        8        9       22       23       24    -0.427437     0.000000     0.000000     0.000000
       0        0        8        9       22       23       26     0.220718     0.000000     0.000000     0.000000
       0        0        8        9       22       23       28     0.091309     0.000000     0.000000     0.000000
       0        0        8        9       22       23       30     0.207782     0.000000     0.000000     0.000000
       0        0        8        9       22       24       25     0.019483     0.000000     0.000000     0.000000
       0        0        8        9       22       24       27    -0.187299     0.000000     0.000000     0.000000
       0        0        8        9       22       24       29     0.134789     0.000000     0.000000     0.000000
       0        0        8        9       22       25       26     0.002518     0.000000     0.000000     0.000000
       0        0        8        9       22       25       28     0.103376     0.000000     0.000000     0.000000
       0        0        8        9       22       26       27    -0.096737     0.000000     0.000000     0.000000
       0        0        8        9       24        9       24     0.170094     0.000000     0.000000     0.000000
       0        0        8        9       24        9       26    -0.088657     0.000000     0.000000     0.000000
       0        0        8        9       24       10       21     0.869696     0.000000     0.000000     0.000000
       0        0        8        9       24       10       23    -0.105013     0.000000     0.000000     0.000000
       0        0        8        9       24       10       25    -0.075857     0.000000     0.000000     0.000000
       0        0        8        9       24       11       22    -0.469281     0.000000     0.000000     0.000000
       0        0        8        9       24       11       24     0.203167     0.000000     0.000000     0.000000
       0        0        8        9       24       12       21    -0.614062     0.000000     0.000000     0.000000
       0        0        8        9       24       12       23    -0.121642     0.000000     0.000000     0.000000
       0        0        8        9       24       13       14    -0.506865     0.000000     0.000000     0.000000
       0        0        8        9       24       13       16    -0.627738     0.000000     0.000000     0.000000
       0        0        8        9       24       13       18     0.047067     0.000000     0.000000     0.000000
       0        0        8        9       24       13       20    -0.523859     0.000000     0.000000     0.000000
       0        0        8        9       24       14       15     0.290646     0.000000     0.000000     0.000000
       0        0        8        9       24       14       17    -0.631781     0.000000     0.000000     0.000000
       0        0        8        9       24       14       19    -0.439497     0.000000     0.000000     0.000000
       0        0        8        9       24       15       16    -1.046182     0.000000     0.000000     0.000000
       0        0        8        9       24       15       18     0.254250     0.000000     0.000000     0.000000
       0        0        8        9       24       16       17    -0.120954     0.000000     0.000000     0.000000
       0        0        8        9       24       21       22     0.366661     0.000000     0.000000     0.000000
       0        0        8        9       24       21       24     0.649987     0.000000     0.000000     0.000000
       0        0        8        9       24       21       26    -0.099528     0.000000     0.000000     0.000000
       0        0        8        9       24       21       28     0.027660     0.000000     0.000000     0.000000
       0        0        8        9       24       21       30     0.073625     0.000000     0.000000     0.000000
       0        0        8        9       24       22       23    -0.342312     0.000000     0.000000     0.000000
       0        0        8        9       24       22       25     0.378746     0.000000     0.000000     0.000000
       0        0        8        9       24       22       27     0.076678     0.000000     0.000000     0.000000
       0        0        8        9       24       22       29     0.092341     0.000000     0.000000     0.000000
       0        0        8        9       24       23       24    -0.028385     0.000000     0.000000     0.000000
       0        0        8        9       24       23       26    -0.128559     0.000000     0.000000     0.000000
       0        0        8        9       24       23       28    -0.017343     0.000000     0.000000     0.000000
       0        0        8        9       24       23       30     0.105930     0.000000     0.000000     0.000000
       0        0        8        9       24       24       25     0.165853     0.000000     0.000000     0.000000
       0        0        8        9       24       24       27     0.006758     0.000000     0.000000     0.000000
       0        0        8        9       24       24       29    -0.025917     0.000000     0.000000     0.000000
       0        0        8        9       24       25       26     0.025437     0.000000     0.000000     0.000000
       0        0        8        9       24       25       28    -0.068789     0.000000     0.000000     0.000000
       0        0        8        9       24       26       27     0.220057     0.000000     0.000000     0.000000
       0        0        8        9       26        9       26    -1.529744     0.000000     0.000000     0.000000
       0        0        8        9       26       10       21    -0.150579     0.000000     0.000000     0.000000
       0        0        8        9       26       10       23    -0.079368     0.000000     0.000000     0.000000
       0        0        8        9       26       10       25     0.524511     0.000000     0.000000     0.000000
       0        0        8        9       26       11       22     0.567112     0.000000     0.000000     0.000000
       0        0        8        9       26       11       24    -0.018649     0.000000     0.000000     0.000000
       0        0        8        9       26       12       21    -0.004954     0.000000     0.000000     0.000000
       0        0        8        9       26       12       23     0.493138     0.000000     0.000000     0.000000
       0        0        8        9       26       13       14    -0.139388     0.000000     0.000000     0.000000
       0        0        8        9       26       13       16     0.438225     0.000000     0.000000     0.000000
       0        0        8        9       26       13       18    -0.172488     0.000000     0.000000     0.000000
       0        0        8        9       26       13       20    -0.381241     0.000000     0.000000     0.000000
       0        0        8        9       26       14       15     0.778962     0.000000     0.000000     0.000000
       0        0        8        9       26       14       17     0.823837     0.000000     0.000000     0.000000
       0        0        8        9       26       14       19     1.733939     0.000000     0.000000     0.000000
       0        0        8        9       26       15       16    -0.059079     0.000000     0.000000     0.000000
       0        0        8        9       26       15       18    -2.385951     0.000000     0.000000     0.000000
       0        0        8        9       26       16       17     0.193141     0.000000     0.000000     0.000000
       0        0        8        9       26       21       22    -0.022503     0.000000     0.000000     0.000000
       0        0        8        9       26       21       24     0.135904     0.000000     0.000000     0.000000
       0        0        8        9       26       21       26    -0.053982     0.000000     0.000000     0.000000
       0        0        8        9       26       21       28     0.520904     0.000000     0.000000     0.000000
       0        0        8        9       26       21       30     0.044297     0.000000     0.000000     0.000000
       0        0        8        9       26       22       23    -0.929940     0.000000     0.000000     0.000000
       0        0        8        9       26       22       25    -0.481170     0.000000     0.000000     0.000000
       0        0        8        9       26       22       27    -0.850296     0.000000     0.000000     0.000000
       0        0        8        9       26       22       29    -0.488032     0.000000     0.000000     0.000000
       0        0        8        9       26       23       24     0.024427     0.000000     0.000000     0.000000
       0        0        8        9       26       23       26     0.691177     0.000000     0.000000     0.000000
       0        0        8        9       26       23       28     0.017903     0.000000     0.000000     0.000000
       0        0        8        9       26       23       30     0.130638     0.000000     0.000000     0.000000
       0        0        8        9       26       24       25    -0.637498     0.000000     0.000000     0.000000
       0        0        8        9       26       24       27    -0.590151     0.000000     0.000000     0.000000
       0        0        8        9       26       24       29     0.153725     0.000000     0.000000     0.000000
       0        0        8        9       26       25       26     0.035748     0.000000     0.000000     0.000000
       0        0        8        9       26       25       28    -0.284447     0.000000     0.000000     0.000000
       0        0        8        9       26       26       27     0.581961     0.000000     0.000000     0.000000
       0        0        8       10       21       10       21    -1.402956     0.000000     0.000000     0.000000
       0        0        8       10       21       10       23    -0.158435     0.000000     0.000000     0.000000
       0        0        8       10       21       10       25    -0.390294     0.000000     0.000000     0.000000
       0        0        8       10       21       11       22    -0.160543     0.000000     0.000000     0.000000
